question,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,answer
"Your task is to classify this academic paper into its scientific domain. Details: Title '$A_\infty$-Algebras from Lie Pairs', Authors Mathieu Stiénon, Luca Vitagliano, Ping Xu, Abstract 'Given an inclusion $A\hookrightarrow L$ of Lie algebroids sharing the same base manifold $M$, i.e. a Lie pair, we prove that the space $\Gamma(\Lambda^\bullet A^\vee)\otimes_{R} \frac{U(L)}{U(L)\cdot\Gamma(A)}$, where $R=C^\infty(M)$, admits an $A_\infty$-algebra structure, unique up to $A_\infty$-isomorphisms. As a consequence, the Chevalley-Eilenberg cohomology $H^\bullet_{CE} \big( A, \frac{U(L)}{U(L)\cdot\Gamma(A)} \big)$ admits a canonical associative algebra structure. This $A_\infty$-algebra can be considered as the universal enveloping algebra of the $L_\infty$-algebroid $A[1]\times_M L/A$. Our construction is based on the homotopy equivalence of the $L_\infty$-algebroid $A[1]\times_M L/A$ and the dg Lie algebroid corresponding to the comma double Lie algebroid of Jotz-Mackenzie.'.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"For archival purposes, classify this academic work: Title - 'Curved $\infty$-Local Systems And Projectively Flat Riemann-Hilbert   Correspondence', Contributors - Patrick Antweiler, Content - 'We generalize the higher Riemann-Hilbert correspondence in the presence of scalar curvature for a (possibly non-compact) smooth manifold $M$. We show that the dg-category of curved $\infty$-local systems, the dg-category of graded vector bundles with projectively flat $\mathbb Z$-graded connections and the dg-category of curved representations of the singular simplicial set of the based loop space of $M$ are all $A_\infty$-quasi equivalent. They provide dg-enhancements of the subcategory of the bounded derived category of twisted sheaves whose cohomology sheaves are locally constant and have finite-dimensional fibers. In the ungraded case, we reduce to an equivalence between projectively flat vector bundles and a subcategory of projective representations of $\pi_1(M; x_0)$. As an application of our general framework, we also prove that the category of cohesive modules over the curved Dolbeault algebra of a complex manifold $X$ is equivalent to a subcategory of the bounded derived category of twisted sheaves of $\mathcal O_X$-modules which generalizes a theorem due to Block to possibly non-compact complex manifolds.'.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Given the research paper with title 'Floer Homology with DG Coefficients. Applications to cotangent bundles' by Jean-François Barraud, Mihai Damian, Vincent Humilière, Alexandru Oancea, and the following abstract: 'We define Hamiltonian Floer homology with differential graded (DG) local coefficients for symplectically aspherical manifolds. The differential of the underlying complex involves chain representatives of the fundamental classes of the moduli spaces of Floer trajectories of arbitrary dimension. This setup allows in particular to define and compute Floer homology with coefficients in chains on fibers of fibrations over the free loop space of the underlying symplectic manifold. We develop the DG Floer toolset, including continuation maps and homotopies, and we also define and study symplectic homology groups with DG local coefficients. We define spectral invariants and establish general criteria for almost existence of contractible periodic orbits on regular energy levels of Hamiltonian systems inside Liouville domains.   In the case of cotangent bundles, we prove a Viterbo isomorphism theorem with DG local coefficients. This serves as a stepping stone for applications to the almost existence of contractible closed characteristics on closed smooth hypersurfaces. In this context, our methods allow to access for the first time the dichotomy between closed manifolds that are aspherical and those that are not.', classify this work into its appropriate scientific domain.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Determine the academic field of this research work. Paper title: 'Vertical isomorphisms of Fedosov dg manifolds associated with a Lie pair', Researchers: Hua-Shin Chang, Hsuan-Yi Liao, Abstract content: 'We investigate vertical isomorphisms of Fedosov dg manifolds associated with a Lie pair $(L,A)$, i.e. a pair of a Lie algebroid $L$ and a Lie subalgebroid $A$ of $L$. The construction of Fedosov dg manifolds involves a choice of a splitting and a connection. We prove that, given any two choices of a splitting and a connection, there exists a unique vertical isomorphism, determined by an iteration formula, between the two associated Fedosov dg manifolds. As an application, we provide an explicit formula for the map $\mathrm{pbw}_2^{-1}\circ \mathrm{pbw}_1$ associated with two Poincar\'{e}--Birkhoff--Witt isomorphisms that arise from two choices of a splitting and a connection.'.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Title: 'Operations on the de Rham cohomology of Poisson and Jacobi manifolds', Authors: Ai Guan, Fernando Muro, Abstract: 'We prove that the (homotopy) hypercommutative algebra structure on the de Rham cohomology of a Poisson or Jacobi manifold defined by several authors is (homotopically) trivial, i.e. it reduces to the underlying (homotopy) commutative algebra structure. We do so by showing that the DG operads which codify the algebraic structure on the de Rham complex of Poisson and Jacobi manifolds, generated by the exterior product and the interior products with the structure polyvector fields, are quasi-isomorphic to the commutative suboperad. Hence, there is no hope to endow the de Rham cohomology of such manifolds with any (higher) structure beyond the well-known (homotopy) commutative algebra structure, which exists for any smooth manifold. We proceed similarly with the commutative Batalin-Vilkovisky-infinity algebra structure on the de Rham complex of a generalized Poisson supermanifold.'. Classify the scientific category.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Identify the scientific discipline for the paper 'Atiyah classes and Todd classes of pullback dg Lie algebroids associated   with Lie pairs' authored by Hsuan-Yi Liao. The abstract reads: 'For a Lie algebroid $L$ and a Lie subalgebroid $A$, i.e. a Lie pair $(L,A)$, we study the Atiyah class and the Todd class of the pullback dg (i.e. differential graded) Lie algebroid $\pi^! L$ of $L$ along the bundle projection $\pi:A[1] \to M$ of the shifted vector bundle $A[1]$. Applying the homological perturbation lemma, we provide a new construction of Sti\'{e}non--Vitagliano--Xu's contraction relating the cochain complex $\big(\Gamma(\pi^! L),\mathit{Q}\big)$ of sections of $\pi^! L$ to the Chevalley--Eilenberg complex $(\Gamma(\Lambda^\bullet A^\vee\otimes(L/A)),d^{\mathrm{Bott}})$ of the Bott representation. Using this contraction, we construct two isomorphisms: the first identifies the cohomology of the cochain complex $(\Gamma((\pi^! L)^\vee\otimes\mathrm{End}(\pi^! L)),\mathit{Q})$ with the Chevalley--Eilenberg cohomology $H^\bullet_{\mathrm{CE}}(A,(L/A)^\vee\otimes\mathrm{End}(L/A))$ arising from the Bott representation, while the second identifies the cohomologies $H^\bullet(\Gamma(\Lambda(\pi^! L)^\vee),\mathit{Q})$ and $H^\bullet_{\mathrm{CE}}(A,\Lambda(L/A)^\vee)$. We prove that this pair of isomorphisms identifies the Atiyah class and the Todd class of the dg Lie algebroid $\pi^! L$ with the Atiyah class and the Todd class of the Lie pair $(L,A)$, respectively.'.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"For archival purposes, classify this academic work: Title - '$L_{\infty}$ liftings of semiregularity maps via Chern-Simons classes', Contributors - Ruggero Bandiera, Emma Lepri, Marco Manetti, Content - 'We introduce the notion of Chern-Simons classes for curved DG-pairs and we prove that a particular case of this general construction provides canonical $L_\infty$ liftings of Buchweitz-Flenner semiregularity maps for coherent sheaves on complex manifolds.'.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Given the research paper with title 'Semiregularity maps and deformations of modules over Lie algebroids' by Ruggero Bandiera, Emma Lepri, Marco Manetti, and the following abstract: 'We determine a DG-Lie algebra controlling deformations of a locally free module over a Lie algebroid $\mathcal{A}$. Moreover, for every flat inclusion of Lie algebroids $\mathcal{A}\subset \mathcal{L}$ we introduce semiregularity maps and prove that they annihilate obstructions, provided that the Leray spectral sequence of the pair $(\mathcal{L},\mathcal{A})$ degenerates at $E_1$.', classify this work into its appropriate scientific domain.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
This academic paper titled 'Deformations of cohesive modules on compact complex manifolds' by Zhaoting Wei has the abstract: 'Cohesive modules give a dg-enhancement of the bounded derived category of coherent sheaves on a complex manifold via superconnections. In this paper we discuss the deformation theory of cohesive modules on compact complex manifolds. This generalizes the deformation theory of holomorphic vector bundles and coherent sheaves. We also develop the theory of Kuranishi maps and obstructions of deformations of cohesive modules and give some examples of unobstructed deformations.'. Which scientific discipline does it represent?,quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Examine this research paper and identify its scientific classification. The work 'Equivariant instanton homology' by Mike Miller Eismeier presents: 'We define four versions of equivariant instanton Floer homology ($I^+, I^-, I^\infty$ and $\widetilde I$) for a class of 3-manifolds and $SO(3)$-bundles over them including all rational homology spheres. These versions are analogous to the four flavors of monopole and Heegaard Floer homology theories. This construction is functorial for a large class of 4-manifold cobordisms, and agrees with Donaldson's definition of equivariant instanton homology for integer homology spheres. Furthermore, one of our invariants is isomorphic to Floer's instanton homology for admissible bundles, and we calculate $I^\infty$ in all cases it is defined, away from characteristic 2.   The appendix, possibly of independent interest, defines an algebraic construction of three equivariant homology theories for dg-modules over a dg-algebra, the equivariant homology $H^+(A,M)$, the coBorel homology $H^-(A,M)$, and the Tate homology $H^\infty(A,M)$. The constructions of the appendix are used to define our invariants.'.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Given the research paper with title 'Derived Manifolds as Differential Graded Manifolds' by David Carchedi, and the following abstract: 'On one hand, together with Pelle Steffens, we recently characterized the infinity category of derived manifolds up to equivalence by a universal property. On the other hand, it is shown in recent work of Behrend-Liao-Xu that the category of differential graded manifolds admits a homotopy theory. In this paper, we prove that the associated infinity category of dg-manifolds is equivalent to that of derived manifolds. This allows the well developed theory of dg-geometry to live in symbiosis with infinity categorical approach to derived differential geometry. As a consequence, we prove that a dg-C-infinity-algebra is homotopically finitely presented if and only if it is quasi-isomorphic to smooth functions on a dg-manifold.', classify this work into its appropriate scientific domain.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"Title: 'On the van Est analogy in Hopf cyclic cohomology', Authors: Henri Moscovici, Abstract: 'We present results relating the Hopf cyclic cohomology of the Hopf algebra of moving frames with that of the DG Hopf algebra of moving coframes, analogous to the van Est isomorphism between Lie algebra cohomology and continuous group cohomology.'. Classify the scientific category.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
"What scientific field encompasses this research? Paper: 'Convenient Partial Poisson Manifolds', Author(s): F. Pelletier, P. Cabau, Description: 'We introduce the concept of partial Poisson structure on a manifold $M$ modelled on a convenient space. This is done by specifying a (weak) subbundle $T^{\prime}M$ of $T^{\ast}M$ and an antisymmetric morphism $P:T^{\prime}M\rightarrow TM$ such that the bracket $\{f,g\}_{P}=-<df,P(dg)>$ defines a Poisson bracket on the algebra $\mathcal{A}$ of smooth functions $f$ on $M$ whose differential $df$ induces a section of $T^{\prime}M$. In particular, to each such function $f\in\mathcal{A}$ is associated a hamiltonian vector field $P(df)$. This notion takes naturally place in the framework of infinite dimensional weak symplectic manifolds and Lie algebroids. After having defined this concept, we will illustrate it by a lot of natural examples. We will also consider the particular situations of direct (resp. projective) limits of such Banach structures. Finally, we will also give some results on the existence of (weak) symplectic foliations naturally associated to some particular partial Poisson structures.'.",quant-ph,physics.chem-ph,physics.atom-ph,cond-mat.soft,cs.RO,cs.CL,cs.SE,cs.IR,hep-th,hep-ph,physics.optics,cs.AI,cs.CV,nucl-th,astro-ph,math.PR,cs.OS,eess.SP,math.OC,math.DS,math.DG,math.MP,cs.MM,stat.ME,math.CO,cs.NE,U
